name,born,died,geography,picture,wikipedia_url,non_person
Alivardi Khan,1671,1756,India,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d8/Portrait_of_Allahwerdi_Khan.jpg/220px-Portrait_of_Allahwerdi_Khan.jpg,https://en.wikipedia.org/wiki/Alivardi_Khan
Murshid Quli Khan,1660,1727,India,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6a/Murshid_Quli_Jafar_Khan.jpg/220px-Murshid_Quli_Jafar_Khan.jpg,https://en.wikipedia.org/wiki/Murshid_Quli_Khan
Aurangzeb,1618,1707,India,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cf/Aurangzeb_on_the_throne.png/220px-Aurangzeb_on_the_throne.png,https://en.wikipedia.org/wiki/Aurangzeb
Shah Jahan,1592,1666,India,https://upload.wikimedia.org/wikipedia/commons/thumb/8/84/%27Jujhar_Singh_Bundela_Kneels_in_Submission_to_Shah_Jahan%27%2C_painted_by_Bichitr%2C_c._1630%2C_Chester_Beatty_Library.jpg/220px-%27Jujhar_Singh_Bundela_Kneels_in_Submission_to_Shah_Jahan%27%2C_painted_by_Bichitr%2C_c._1630%2C_Chester_Beatty_Library.jpg,https://en.wikipedia.org/wiki/Shah_Jahan
Shivaji,1627,1680,India,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c6/Emperor_of_Maratha_India.jpg/220px-Emperor_of_Maratha_India.jpg,https://en.wikipedia.org/wiki/Shivaji
Jahangir,1569,1627,India,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6a/Indian_-_Single_Leaf_of_a_Portrait_of_the_Emperor_Jahangir_-_Walters_W705_-_Detail.jpg/220px-Indian_-_Single_Leaf_of_a_Portrait_of_the_Emperor_Jahangir_-_Walters_W705_-_Detail.jpg,https://en.wikipedia.org/wiki/Jahangir
Humayun,1508,1556,India,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e3/Painting_of_Humayun%2C_c._1700.jpg/220px-Painting_of_Humayun%2C_c._1700.jpg,https://en.wikipedia.org/wiki/Humayun
Sher Shah Suri,1486,1545,India,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e2/Sher_Shah_Suri_by_Breshna.jpg/220px-Sher_Shah_Suri_by_Breshna.jpg,https://en.wikipedia.org/wiki/Sher_Shah_Suri
Alauddin Khalji,1266,1316,India,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6e/Portrait_of_Sultan_%27Ala-ud-Din%2C_Padshah_of_Delhi.jpg/220px-Portrait_of_Sultan_%27Ala-ud-Din%2C_Padshah_of_Delhi.jpg,https://en.wikipedia.org/wiki/Alauddin_Khalji
Mongol invasions and conquests,1206,1405,Mongolia,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ea/Mongol_Empire_map.gif/280px-Mongol_Empire_map.gif,https://en.wikipedia.org/wiki/Mongol_invasions_and_conquests,true
Delhi Sultanate,1206,1526,India,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a6/Tughlaq_dynasty_1321_-_1398_ad.PNG/250px-Tughlaq_dynasty_1321_-_1398_ad.PNG,https://en.wikipedia.org/wiki/Delhi_Sultanate,true
Mughal Empire 1,1526,1540,India,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d9/Mughal1700.png/250px-Mughal1700.png,https://en.wikipedia.org/wiki/Mughal_Empire,true
Mughal Empire 2,1555,1857,India,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d9/Mughal1700.png/250px-Mughal1700.png,https://en.wikipedia.org/wiki/Mughal_Empire,true
Qutub ud-Din Aybak,1150,1210,India,,https://en.wikipedia.org/wiki/Qutb_al-Din_Aibak
Iltutmish's Reign,1211,1236,India,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f9/Tomb_of_Iltutmish%2C_Qutb_Minar_complex%2C_Mehrauli.jpg/220px-Tomb_of_Iltutmish%2C_Qutb_Minar_complex%2C_Mehrauli.jpg,https://en.wikipedia.org/wiki/Iltutmish,true
Razia Sultana,1205,1240,India,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5a/Tomb_of_Razia_Sultana_001.jpg/220px-Tomb_of_Razia_Sultana_001.jpg,https://en.wikipedia.org/wiki/Razia_Sultana
Ghiyas ud din Balban's Reign,1266,1287,India,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0f/Grave_in_Balban%27s_tomb_enclosure.jpg/220px-Grave_in_Balban%27s_tomb_enclosure.jpg,https://en.wikipedia.org/wiki/Ghiyas_ud_din_Balban
Jalal-ud-din Khalji's Reign,1290,1296,India,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1a/Maginary_portrait_of_Sultan_Firuz_Khalji%2C_Khwaja_Hasan%2C_and_a_dervish..jpg/220px-Maginary_portrait_of_Sultan_Firuz_Khalji%2C_Khwaja_Hasan%2C_and_a_dervish..jpg,https://en.wikipedia.org/wiki/Jalal-ud-din_Khalji
Muhammad bin Tughluq's Reign,1325,1351,India,,https://en.wikipedia.org/wiki/Muhammad_bin_Tughluq
Mamluk dynasty sultanate - Slave Dynasty,1206,1290,India,https://upload.wikimedia.org/wikipedia/commons/thumb/4/43/Mamluk_dynasty_1206_-_1290_ad.GIF/250px-Mamluk_dynasty_1206_-_1290_ad.GIF,https://en.wikipedia.org/wiki/Mamluk_dynasty_(Delhi),true
Mamluk dynasty sultanate - Slave Dynasty,1206,1290,Pakistan,https://upload.wikimedia.org/wikipedia/commons/thumb/4/43/Mamluk_dynasty_1206_-_1290_ad.GIF/250px-Mamluk_dynasty_1206_-_1290_ad.GIF,https://en.wikipedia.org/wiki/Mamluk_dynasty_(Delhi),true
Mamluk dynasty sultanate - Slave Dynasty,1206,1290,Afghanistan,https://upload.wikimedia.org/wikipedia/commons/thumb/4/43/Mamluk_dynasty_1206_-_1290_ad.GIF/250px-Mamluk_dynasty_1206_-_1290_ad.GIF,https://en.wikipedia.org/wiki/Mamluk_dynasty_(Delhi),true
Khalji dynasty sultanate,1290,1320,India,https://upload.wikimedia.org/wikipedia/commons/thumb/b/ba/Delhi_Sultanate_under_Khalji_dynasty_-_based_on_A_Historical_Atlas_of_South_Asia.svg/250px-Delhi_Sultanate_under_Khalji_dynasty_-_based_on_A_Historical_Atlas_of_South_Asia.svg.png,https://en.wikipedia.org/wiki/Khalji_dynasty,true
Khalji dynasty sultanate,1290,1320,Pakistan,https://upload.wikimedia.org/wikipedia/commons/thumb/b/ba/Delhi_Sultanate_under_Khalji_dynasty_-_based_on_A_Historical_Atlas_of_South_Asia.svg/250px-Delhi_Sultanate_under_Khalji_dynasty_-_based_on_A_Historical_Atlas_of_South_Asia.svg.png,https://en.wikipedia.org/wiki/Khalji_dynasty,true
Khalji dynasty sultanate,1290,1320,Afghanistan,https://upload.wikimedia.org/wikipedia/commons/thumb/b/ba/Delhi_Sultanate_under_Khalji_dynasty_-_based_on_A_Historical_Atlas_of_South_Asia.svg/250px-Delhi_Sultanate_under_Khalji_dynasty_-_based_on_A_Historical_Atlas_of_South_Asia.svg.png,https://en.wikipedia.org/wiki/Khalji_dynasty,true
Tughlaq dynasty sultanate,1320,1413,India,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a6/Tughlaq_dynasty_1321_-_1398_ad.PNG/250px-Tughlaq_dynasty_1321_-_1398_ad.PNG,https://en.wikipedia.org/wiki/Tughlaq_dynasty,true
Tughlaq dynasty sultanate,1320,1413,Pakistan,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a6/Tughlaq_dynasty_1321_-_1398_ad.PNG/250px-Tughlaq_dynasty_1321_-_1398_ad.PNG,https://en.wikipedia.org/wiki/Tughlaq_dynasty,true
Tughlaq dynasty sultanate,1320,1413,Afghanistan,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a6/Tughlaq_dynasty_1321_-_1398_ad.PNG/250px-Tughlaq_dynasty_1321_-_1398_ad.PNG,https://en.wikipedia.org/wiki/Tughlaq_dynasty,true
Vijayanagara Empire,1336,1646,India,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bd/Vijayanagara-empire-map.svg/250px-Vijayanagara-empire-map.svg.png,https://en.wikipedia.org/wiki/Vijayanagara_Empire,true
Sayyid dynasty sultanate,1414,1451,India,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e3/Lodhi_Garden%2C_New_Delhi._taken_by_Anita_Mishra.JPG/250px-Lodhi_Garden%2C_New_Delhi._taken_by_Anita_Mishra.JPG,https://en.wikipedia.org/wiki/Sayyid_dynasty,true
Sayyid dynasty sultanate,1414,1451,Pakistan,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e3/Lodhi_Garden%2C_New_Delhi._taken_by_Anita_Mishra.JPG/250px-Lodhi_Garden%2C_New_Delhi._taken_by_Anita_Mishra.JPG,https://en.wikipedia.org/wiki/Sayyid_dynasty,true
Sayyid dynasty sultanate,1414,1451,Afghanistan,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e3/Lodhi_Garden%2C_New_Delhi._taken_by_Anita_Mishra.JPG/250px-Lodhi_Garden%2C_New_Delhi._taken_by_Anita_Mishra.JPG,https://en.wikipedia.org/wiki/Sayyid_dynasty,true
Lodi dynasty sultanate,1451,1526,India,https://upload.wikimedia.org/wikipedia/commons/thumb/5/57/India_in_1525_Joppen.jpg/250px-India_in_1525_Joppen.jpg,https://en.wikipedia.org/wiki/Lodi_dynasty,true
Lodi dynasty sultanate,1451,1526,Pakistan,https://upload.wikimedia.org/wikipedia/commons/thumb/5/57/India_in_1525_Joppen.jpg/250px-India_in_1525_Joppen.jpg,https://en.wikipedia.org/wiki/Lodi_dynasty,true
Lodi dynasty sultanate,1451,1526,Afghanistan,https://upload.wikimedia.org/wikipedia/commons/thumb/5/57/India_in_1525_Joppen.jpg/250px-India_in_1525_Joppen.jpg,https://en.wikipedia.org/wiki/Lodi_dynasty,true
Ibrahim Lodi's Reign,1517,1526,India,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c6/Sultan-Ibrahim-Lodhi.jpg/220px-Sultan-Ibrahim-Lodhi.jpg,https://en.wikipedia.org/wiki/Ibrahim_Lodi
Muhammad Ghori's Reign,1173,1206,Afghanistan,https://upload.wikimedia.org/wikipedia/commons/thumb/7/74/Shrine_of_Mu%27izz_al-Din_Muhammad.JPG/220px-Shrine_of_Mu%27izz_al-Din_Muhammad.JPG,https://en.wikipedia.org/wiki/Muhammad_of_Ghor
Prithviraj Chauhan,1166,1192,India,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e5/Prithvi_Raj_Chauhan_%28Edited%29.jpg/220px-Prithvi_Raj_Chauhan_%28Edited%29.jpg,https://en.wikipedia.org/wiki/Prithviraj_Chauhan
Hyder Ali,1720,1782,India,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3a/%22Hyder_Ali%2C%22_a_steel_engraving_from_the_1790%27s_%28with_modern_hand_coloring%29.jpg/220px-%22Hyder_Ali%2C%22_a_steel_engraving_from_the_1790%27s_%28with_modern_hand_coloring%29.jpg,https://en.wikipedia.org/wiki/Hyder_Ali
Tipu Sultan,1750,1799,India,https://upload.wikimedia.org/wikipedia/commons/thumb/0/09/Tipu_Sultan_BL.jpg/220px-Tipu_Sultan_BL.jpg,https://en.wikipedia.org/wiki/Tipu_Sultan
Mother Teresa,1910,1997,India,https://upload.wikimedia.org/wikipedia/commons/thumb/7/77/MotherTeresa_094.jpg/220px-MotherTeresa_094.jpg,https://en.wikipedia.org/wiki/Mother_Teresa
Renaissance,1300,1600,Italy,https://upload.wikimedia.org/wikipedia/commons/thumb/4/49/%22The_School_of_Athens%22_by_Raffaello_Sanzio_da_Urbino.jpg/250px-%22The_School_of_Athens%22_by_Raffaello_Sanzio_da_Urbino.jpg,https://en.wikipedia.org/wiki/Renaissance,true
Black Death,1346,1351,Italy,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4e/1346-1353_spread_of_the_Black_Death_in_Europe_map.svg/500px-1346-1353_spread_of_the_Black_Death_in_Europe_map.svg.png,https://en.wikipedia.org/wiki/Black_Death,true
Black Death,1346,1351,France,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4e/1346-1353_spread_of_the_Black_Death_in_Europe_map.svg/500px-1346-1353_spread_of_the_Black_Death_in_Europe_map.svg.png,https://en.wikipedia.org/wiki/Black_Death,true
Black Death,1346,1351,Germany,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4e/1346-1353_spread_of_the_Black_Death_in_Europe_map.svg/500px-1346-1353_spread_of_the_Black_Death_in_Europe_map.svg.png,https://en.wikipedia.org/wiki/Black_Death,true
Black Death,1346,1351,Spain,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4e/1346-1353_spread_of_the_Black_Death_in_Europe_map.svg/500px-1346-1353_spread_of_the_Black_Death_in_Europe_map.svg.png,https://en.wikipedia.org/wiki/Black_Death,true
Black Death,1346,1351,England,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4e/1346-1353_spread_of_the_Black_Death_in_Europe_map.svg/500px-1346-1353_spread_of_the_Black_Death_in_Europe_map.svg.png,https://en.wikipedia.org/wiki/Black_Death,true
British Raj,1858,1947,India,https://upload.wikimedia.org/wikipedia/en/thumb/9/90/IndiaPolitical1893ConstablesHandAtlas.jpg/250px-IndiaPolitical1893ConstablesHandAtlas.jpg,https://en.wikipedia.org/wiki/British_Raj,true
British Raj,1858,1947,Pakistan,https://upload.wikimedia.org/wikipedia/en/thumb/9/90/IndiaPolitical1893ConstablesHandAtlas.jpg/250px-IndiaPolitical1893ConstablesHandAtlas.jpg,https://en.wikipedia.org/wiki/British_Raj,true
British Raj,1858,1947,Bangladesh,https://upload.wikimedia.org/wikipedia/en/thumb/9/90/IndiaPolitical1893ConstablesHandAtlas.jpg/250px-IndiaPolitical1893ConstablesHandAtlas.jpg,https://en.wikipedia.org/wiki/British_Raj,true
British Raj,1858,1947,Nepal,https://upload.wikimedia.org/wikipedia/en/thumb/9/90/IndiaPolitical1893ConstablesHandAtlas.jpg/250px-IndiaPolitical1893ConstablesHandAtlas.jpg,https://en.wikipedia.org/wiki/British_Raj,true
British Raj,1858,1947,Myanmar,https://upload.wikimedia.org/wikipedia/en/thumb/9/90/IndiaPolitical1893ConstablesHandAtlas.jpg/250px-IndiaPolitical1893ConstablesHandAtlas.jpg,https://en.wikipedia.org/wiki/British_Raj,true
Company rule,1757,1858,India,https://upload.wikimedia.org/wikipedia/en/thumb/9/90/IndiaPolitical1893ConstablesHandAtlas.jpg/250px-IndiaPolitical1893ConstablesHandAtlas.jpg,https://en.wikipedia.org/wiki/Company_rule_in_India,true
Company rule,1757,1858,Pakistan,https://upload.wikimedia.org/wikipedia/en/thumb/9/90/IndiaPolitical1893ConstablesHandAtlas.jpg/250px-IndiaPolitical1893ConstablesHandAtlas.jpg,https://en.wikipedia.org/wiki/Company_rule_in_India,true
Company rule,1757,1858,Bangladesh,https://upload.wikimedia.org/wikipedia/en/thumb/9/90/IndiaPolitical1893ConstablesHandAtlas.jpg/250px-IndiaPolitical1893ConstablesHandAtlas.jpg,https://en.wikipedia.org/wiki/Company_rule_in_India,true
Company rule,1757,1858,Nepal,https://upload.wikimedia.org/wikipedia/en/thumb/9/90/IndiaPolitical1893ConstablesHandAtlas.jpg/250px-IndiaPolitical1893ConstablesHandAtlas.jpg,https://en.wikipedia.org/wiki/Company_rule_in_India,true
Michelangelo,1475,1564,Italy,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5e/Miguel_%C3%81ngel%2C_por_Daniele_da_Volterra_%28detalle%29.jpg/220px-Miguel_%C3%81ngel%2C_por_Daniele_da_Volterra_%28detalle%29.jpg,https://en.wikipedia.org/wiki/Michelangelo
Raphael,1483,1520,Italy,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f6/Raffaello_Sanzio.jpg/220px-Raffaello_Sanzio.jpg,https://en.wikipedia.org/wiki/Raphael,
Gian Lorenzo Bernini,1598,1680,Italy,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d5/Gian_Lorenzo_Bernini%2C_self-portrait%2C_c1623.jpg/220px-Gian_Lorenzo_Bernini%2C_self-portrait%2C_c1623.jpg,https://en.wikipedia.org/wiki/Gian_Lorenzo_Bernini,
Vincent van Gogh,1853,1890,Netherlands,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4c/Vincent_van_Gogh_-_Self-Portrait_-_Google_Art_Project_%28454045%29.jpg/220px-Vincent_van_Gogh_-_Self-Portrait_-_Google_Art_Project_%28454045%29.jpg,https://en.wikipedia.org/wiki/Vincent_van_Gogh,
Raja Ravi Varma,1848,1906,India,https://upload.wikimedia.org/wikipedia/commons/thumb/1/11/Ravivarma1.png/220px-Ravivarma1.png,https://en.wikipedia.org/wiki/Raja_Ravi_Varma,
Tantia Tope,1814,1859,India,https://upload.wikimedia.org/wikipedia/en/thumb/6/66/Tantia_Tope_painting.jpg/220px-Tantia_Tope_painting.jpg,https://en.wikipedia.org/wiki/Tantia_Tope,
WORLD WAR I,1914,1918,England,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4f/WWI-re.png/375px-WWI-re.png,https://en.wikipedia.org/wiki/World_War_I,true
WORLD WAR I,1914,1918,France,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4f/WWI-re.png/375px-WWI-re.png,https://en.wikipedia.org/wiki/World_War_I,true
WORLD WAR I,1914,1918,Germany,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4f/WWI-re.png/375px-WWI-re.png,https://en.wikipedia.org/wiki/World_War_I,true
WORLD WAR I,1914,1918,Austria,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4f/WWI-re.png/375px-WWI-re.png,https://en.wikipedia.org/wiki/World_War_I,true
WORLD WAR I,1914,1917,Russia,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4f/WWI-re.png/375px-WWI-re.png,https://en.wikipedia.org/wiki/World_War_I,true
WORLD WAR I,1914,1918,Serbia,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4f/WWI-re.png/375px-WWI-re.png,https://en.wikipedia.org/wiki/World_War_I,true
WORLD WAR I,1914,1918,Belgium,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4f/WWI-re.png/375px-WWI-re.png,https://en.wikipedia.org/wiki/World_War_I,true
WORLD WAR I,1914,1918,Japan,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4f/WWI-re.png/375px-WWI-re.png,https://en.wikipedia.org/wiki/World_War_I,true
WORLD WAR I,1914,1918,Montenegro,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4f/WWI-re.png/375px-WWI-re.png,https://en.wikipedia.org/wiki/World_War_I,true
WORLD WAR I,1915,1918,Italy,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4f/WWI-re.png/375px-WWI-re.png,https://en.wikipedia.org/wiki/World_War_I,true
WORLD WAR I,1917,1918,USA,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4f/WWI-re.png/375px-WWI-re.png,https://en.wikipedia.org/wiki/World_War_I,true
WORLD WAR I,1916,1918,Romania,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4f/WWI-re.png/375px-WWI-re.png,https://en.wikipedia.org/wiki/World_War_I,true
WORLD WAR I,1916,1918,Portugal,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4f/WWI-re.png/375px-WWI-re.png,https://en.wikipedia.org/wiki/World_War_I,true
WORLD WAR I,1917,1918,China,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4f/WWI-re.png/375px-WWI-re.png,https://en.wikipedia.org/wiki/World_War_I,true
World War II,1939,1945,Germany,https://upload.wikimedia.org/wikipedia/commons/thumb/2/21/Map_of_participants_in_World_War_II.png/280px-Map_of_participants_in_World_War_II.png,https://en.wikipedia.org/wiki/World_War_II,true
World War II,1941,1945,USA,https://upload.wikimedia.org/wikipedia/commons/thumb/2/21/Map_of_participants_in_World_War_II.png/280px-Map_of_participants_in_World_War_II.png,https://en.wikipedia.org/wiki/World_War_II,true
World War II,1941,1945,Russia,https://upload.wikimedia.org/wikipedia/commons/thumb/2/21/Map_of_participants_in_World_War_II.png/280px-Map_of_participants_in_World_War_II.png,https://en.wikipedia.org/wiki/World_War_II,true
World War II,1939,1945,England,https://upload.wikimedia.org/wikipedia/commons/thumb/2/21/Map_of_participants_in_World_War_II.png/280px-Map_of_participants_in_World_War_II.png,https://en.wikipedia.org/wiki/World_War_II,true
World War II,1939,1945,China,https://upload.wikimedia.org/wikipedia/commons/thumb/2/21/Map_of_participants_in_World_War_II.png/280px-Map_of_participants_in_World_War_II.png,https://en.wikipedia.org/wiki/World_War_II,true
World War II,1939,1945,France,https://upload.wikimedia.org/wikipedia/commons/thumb/2/21/Map_of_participants_in_World_War_II.png/280px-Map_of_participants_in_World_War_II.png,https://en.wikipedia.org/wiki/World_War_II,true
World War II,1939,1945,Poland,https://upload.wikimedia.org/wikipedia/commons/thumb/2/21/Map_of_participants_in_World_War_II.png/280px-Map_of_participants_in_World_War_II.png,https://en.wikipedia.org/wiki/World_War_II,true
World War II,1939,1945,Greece,https://upload.wikimedia.org/wikipedia/commons/thumb/2/21/Map_of_participants_in_World_War_II.png/280px-Map_of_participants_in_World_War_II.png,https://en.wikipedia.org/wiki/World_War_II,true
World War II,1939,1945,Netharlands,https://upload.wikimedia.org/wikipedia/commons/thumb/2/21/Map_of_participants_in_World_War_II.png/280px-Map_of_participants_in_World_War_II.png,https://en.wikipedia.org/wiki/World_War_II,true
World War II,1939,1945,Belgium,https://upload.wikimedia.org/wikipedia/commons/thumb/2/21/Map_of_participants_in_World_War_II.png/280px-Map_of_participants_in_World_War_II.png,https://en.wikipedia.org/wiki/World_War_II,true
World War II,1939,1945,Luxembourg,https://upload.wikimedia.org/wikipedia/commons/thumb/2/21/Map_of_participants_in_World_War_II.png/280px-Map_of_participants_in_World_War_II.png,https://en.wikipedia.org/wiki/World_War_II,true
World War II,1939,1945,Norway,https://upload.wikimedia.org/wikipedia/commons/thumb/2/21/Map_of_participants_in_World_War_II.png/280px-Map_of_participants_in_World_War_II.png,https://en.wikipedia.org/wiki/World_War_II,true
World War II,1939,1945,India,https://upload.wikimedia.org/wikipedia/commons/thumb/2/21/Map_of_participants_in_World_War_II.png/280px-Map_of_participants_in_World_War_II.png,https://en.wikipedia.org/wiki/World_War_II,true
World War II,1939,1945,Canada,https://upload.wikimedia.org/wikipedia/commons/thumb/2/21/Map_of_participants_in_World_War_II.png/280px-Map_of_participants_in_World_War_II.png,https://en.wikipedia.org/wiki/World_War_II,true
World War II,1939,1945,Australia,https://upload.wikimedia.org/wikipedia/commons/thumb/2/21/Map_of_participants_in_World_War_II.png/280px-Map_of_participants_in_World_War_II.png,https://en.wikipedia.org/wiki/World_War_II,true
World War II,1939,1945,South Africa,https://upload.wikimedia.org/wikipedia/commons/thumb/2/21/Map_of_participants_in_World_War_II.png/280px-Map_of_participants_in_World_War_II.png,https://en.wikipedia.org/wiki/World_War_II,true
World War II,1939,1945,New Zealans,https://upload.wikimedia.org/wikipedia/commons/thumb/2/21/Map_of_participants_in_World_War_II.png/280px-Map_of_participants_in_World_War_II.png,https://en.wikipedia.org/wiki/World_War_II,true
World War II,1939,1945,Ethiopia,https://upload.wikimedia.org/wikipedia/commons/thumb/2/21/Map_of_participants_in_World_War_II.png/280px-Map_of_participants_in_World_War_II.png,https://en.wikipedia.org/wiki/World_War_II,true
World War II,1939,1945,Ethiopia,https://upload.wikimedia.org/wikipedia/commons/thumb/2/21/Map_of_participants_in_World_War_II.png/280px-Map_of_participants_in_World_War_II.png,https://en.wikipedia.org/wiki/World_War_II,true
World War II,1939,1945,Brazil,https://upload.wikimedia.org/wikipedia/commons/thumb/2/21/Map_of_participants_in_World_War_II.png/280px-Map_of_participants_in_World_War_II.png,https://en.wikipedia.org/wiki/World_War_II,true
World War II,1939,1945,Mexico,https://upload.wikimedia.org/wikipedia/commons/thumb/2/21/Map_of_participants_in_World_War_II.png/280px-Map_of_participants_in_World_War_II.png,https://en.wikipedia.org/wiki/World_War_II,true
World War II,1939,1945,Philippines,https://upload.wikimedia.org/wikipedia/commons/thumb/2/21/Map_of_participants_in_World_War_II.png/280px-Map_of_participants_in_World_War_II.png,https://en.wikipedia.org/wiki/World_War_II,true
World War II,1939,1945,Nicaragua,https://upload.wikimedia.org/wikipedia/commons/thumb/2/21/Map_of_participants_in_World_War_II.png/280px-Map_of_participants_in_World_War_II.png,https://en.wikipedia.org/wiki/World_War_II,true
World War II,1939,1945,Panama,https://upload.wikimedia.org/wikipedia/commons/thumb/2/21/Map_of_participants_in_World_War_II.png/280px-Map_of_participants_in_World_War_II.png,https://en.wikipedia.org/wiki/World_War_II,true
World War II,1939,1945,El Salvador,https://upload.wikimedia.org/wikipedia/commons/thumb/2/21/Map_of_participants_in_World_War_II.png/280px-Map_of_participants_in_World_War_II.png,https://en.wikipedia.org/wiki/World_War_II,true
World War II,1939,1945,Costa Rica,https://upload.wikimedia.org/wikipedia/commons/thumb/2/21/Map_of_participants_in_World_War_II.png/280px-Map_of_participants_in_World_War_II.png,https://en.wikipedia.org/wiki/World_War_II,true
World War II,1939,1945,Italy,https://upload.wikimedia.org/wikipedia/commons/thumb/2/21/Map_of_participants_in_World_War_II.png/280px-Map_of_participants_in_World_War_II.png,https://en.wikipedia.org/wiki/World_War_II,true
World War II,1939,1945,Finland,https://upload.wikimedia.org/wikipedia/commons/thumb/2/21/Map_of_participants_in_World_War_II.png/280px-Map_of_participants_in_World_War_II.png,https://en.wikipedia.org/wiki/World_War_II,true
World War II,1939,1945,Romania,https://upload.wikimedia.org/wikipedia/commons/thumb/2/21/Map_of_participants_in_World_War_II.png/280px-Map_of_participants_in_World_War_II.png,https://en.wikipedia.org/wiki/World_War_II,true
World War II,1939,1945,Bulgaria,https://upload.wikimedia.org/wikipedia/commons/thumb/2/21/Map_of_participants_in_World_War_II.png/280px-Map_of_participants_in_World_War_II.png,https://en.wikipedia.org/wiki/World_War_II,true
World War II,1939,1945,Japan,https://upload.wikimedia.org/wikipedia/commons/thumb/2/21/Map_of_participants_in_World_War_II.png/280px-Map_of_participants_in_World_War_II.png,https://en.wikipedia.org/wiki/World_War_II,true
World War II,1939,1945,Mayanmar,https://upload.wikimedia.org/wikipedia/commons/thumb/2/21/Map_of_participants_in_World_War_II.png/280px-Map_of_participants_in_World_War_II.png,https://en.wikipedia.org/wiki/World_War_II,true
World War II,1939,1945,Bangladesh,https://upload.wikimedia.org/wikipedia/commons/thumb/2/21/Map_of_participants_in_World_War_II.png/280px-Map_of_participants_in_World_War_II.png,https://en.wikipedia.org/wiki/World_War_II,true
World War II,1939,1945,Iraq,https://upload.wikimedia.org/wikipedia/commons/thumb/2/21/Map_of_participants_in_World_War_II.png/280px-Map_of_participants_in_World_War_II.png,https://en.wikipedia.org/wiki/World_War_II,true
World War II,1939,1945,Thailand,https://upload.wikimedia.org/wikipedia/commons/thumb/2/21/Map_of_participants_in_World_War_II.png/280px-Map_of_participants_in_World_War_II.png,https://en.wikipedia.org/wiki/World_War_II,true
